,trial,block,state,p_r_0,ev_0,p_r_1,ev_1,r,a,corr,p_a_0,Q_0,p_a_1,Q_1,ll
159,159.0,1.0,1.0,0.8,0.4,0.2,0.1,0.5,0.0,1.0,0.8631227525705534,0.4291438772880448,0.13687724742944662,0.18975246524646203,-0.14719835865043868
160,160.0,1.0,1.0,0.8,0.4,0.2,0.1,0.5,0.0,1.0,0.8846977740397508,0.45465208146434866,0.11530222596024908,0.18975246524646203,-0.12250919055818567
161,161.0,1.0,1.0,0.8,0.4,0.2,0.1,0.5,0.0,1.0,0.8969021475819545,0.4709773321371831,0.10309785241804537,0.18975246524646203,-0.10880851141132561
162,162.0,1.0,1.0,0.8,0.4,0.2,0.1,0.5,0.0,1.0,0.9041004057570393,0.4814254925677972,0.09589959424296067,0.18975246524646203,-0.10081485644228023
163,163.0,1.0,2.0,0.5,0.25,0.5,0.25,0.0,0.0,1.0,0.9084683943818034,0.4881123152433902,0.09153160561819655,0.18975246524646203,-0.09599518054378682
164,164.0,1.0,2.0,0.5,0.25,0.5,0.25,0.0,0.0,1.0,0.812911357466135,0.38072760588984433,0.1870886425338651,0.18975246524646203,-0.20713320678565045
165,165.0,1.0,2.0,0.5,0.25,0.5,0.25,0.0,0.0,1.0,0.6952397370973311,0.2969675325940786,0.304760262902669,0.18975246524646203,-0.3634985474335678
166,166.0,1.0,2.0,0.5,0.25,0.5,0.25,0.5,0.0,1.0,0.5798532130281008,0.2316346754233813,0.42014678697189933,0.18975246524646203,-0.5449802884581022
167,167.0,1.0,2.0,0.5,0.25,0.5,0.25,0.0,0.0,1.0,0.7437090095476409,0.328246192270964,0.2562909904523591,0.18975246524646203,-0.2961054368543425
168,168.0,1.0,2.0,0.5,0.25,0.5,0.25,0.5,1.0,1.0,0.6247696237030309,0.25603202997135194,0.37523037629696915,0.18975246524646203,-0.9802151048474055
169,169.0,1.0,2.0,0.5,0.25,0.5,0.25,0.0,0.0,1.0,0.41355115760036026,0.25603202997135194,0.5864488423996398,0.30144157775773567,-0.8829740536694178
170,170.0,1.0,2.0,0.5,0.25,0.5,0.25,0.5,0.0,1.0,0.3137621253278823,0.19970498337765452,0.6862378746721177,0.30144157775773567,-1.159120142819529
171,171.0,1.0,2.0,0.5,0.25,0.5,0.25,0.0,0.0,1.0,0.5122468031001879,0.3078111893616989,0.4877531968998121,0.30144157775773567,-0.6689487327802346
172,172.0,1.0,2.0,0.5,0.25,0.5,0.25,0.5,1.0,1.0,0.38416327094362707,0.24009272770212514,0.615836729056373,0.30144157775773567,-0.48477340081379905
173,173.0,1.0,2.0,0.5,0.25,0.5,0.25,0.0,1.0,1.0,0.26468309569144927,0.24009272770212514,0.7353169043085508,0.37292260976495084,-0.3074537103685073
174,174.0,1.0,0.0,0.2,0.1,0.8,0.4,0.5,0.0,0.0,0.4035563779047512,0.24009272770212514,0.5964436220952488,0.29087963561666164,-0.9074390788396781
175,175.0,1.0,0.0,0.2,0.1,0.8,0.4,0.5,0.0,0.0,0.58153421841978,0.33365934572936007,0.41846578158022,0.29087963561666164,-0.5420854636648168
176,176.0,1.0,0.0,0.2,0.1,0.8,0.4,0.5,0.0,0.0,0.6877691339757508,0.39354198126679046,0.3122308660242492,0.29087963561666164,-0.3743020584437688
177,177.0,1.0,0.0,0.2,0.1,0.8,0.4,0.0,0.0,0.0,0.7473478640413093,0.4318668680107459,0.25265213595869085,0.29087963561666164,-0.29122452079773853
178,178.0,1.0,0.0,0.2,0.1,0.8,0.4,0.0,0.0,0.0,0.5875061819889477,0.3368561570483818,0.4124938180110523,0.29087963561666164,-0.5318685104848055
179,179.0,1.0,0.0,0.2,0.1,0.8,0.4,0.5,1.0,1.0,0.4461104537656194,0.26274780249773777,0.5538895462343805,0.29087963561666164,-0.5907899871408904
180,180.0,1.0,0.0,0.2,0.1,0.8,0.4,0.5,1.0,1.0,0.310988663685414,0.26274780249773777,0.689011336314586,0.3661629667946634,-0.3724975548170602
181,181.0,1.0,0.0,0.2,0.1,0.8,0.4,0.5,1.0,1.0,0.23755577971264372,0.26274780249773777,0.7624442202873564,0.4143442987485846,-0.2712259268979342
182,182.0,1.0,0.0,0.2,0.1,0.8,0.4,0.5,1.0,1.0,0.19728865037191368,0.26274780249773777,0.8027113496280862,0.44518035119909416,-0.21976009462964513
183,183.0,1.0,0.0,0.2,0.1,0.8,0.4,0.5,1.0,1.0,0.1743457715729352,0.26274780249773777,0.8256542284270647,0.46491542476742026,-0.19157920275510282
184,184.0,1.0,0.0,0.2,0.1,0.8,0.4,0.5,1.0,1.0,0.16079930627860034,0.26274780249773777,0.8392006937213996,0.47754587185114894,-0.17530539525430025
185,185.0,1.0,0.0,0.2,0.1,0.8,0.4,0.5,1.0,1.0,0.15258438163274657,0.26274780249773777,0.8474156183672533,0.48562935798473533,-0.16556401003286372
186,186.0,1.0,0.0,0.2,0.1,0.8,0.4,0.0,1.0,1.0,0.14750954490884183,0.26274780249773777,0.8524904550911581,0.4908027891102306,-0.1595932662611532
187,187.0,1.0,0.0,0.2,0.1,0.8,0.4,0.0,1.0,1.0,0.2842087049260738,0.26274780249773777,0.7157912950739262,0.38282617550597986,-0.33436664183909814
188,188.0,1.0,0.0,0.2,0.1,0.8,0.4,0.5,0.0,0.0,0.4314788280846449,0.26274780249773777,0.568521171915355,0.29860441689466427,-0.8405368355149259
189,189.0,1.0,0.0,0.2,0.1,0.8,0.4,0.0,0.0,0.0,0.5941591137223572,0.34815859359855217,0.40584088627764275,0.29860441689466427,-0.5206081272703216
190,190.0,1.0,2.0,0.5,0.25,0.5,0.25,0.0,1.0,1.0,0.4481853116485233,0.2715637030068707,0.5518146883514767,0.29860441689466427,-0.5945429985762878
191,191.0,1.0,2.0,0.5,0.25,0.5,0.25,0.5,1.0,1.0,0.5737884757012524,0.2715637030068707,0.4262115242987476,0.23291144517783813,-0.8528195200333784
192,192.0,1.0,2.0,0.5,0.25,0.5,0.25,0.0,1.0,1.0,0.3911919226244618,0.2715637030068707,0.6088080773755382,0.3290633249138164,-0.49625220482304044
193,193.0,1.0,2.0,0.5,0.25,0.5,0.25,0.5,1.0,1.0,0.5286116119772899,0.2715637030068707,0.4713883880227101,0.2566693934327768,-0.7520729217433879
194,194.0,1.0,2.0,0.5,0.25,0.5,0.25,0.0,1.0,1.0,0.3637170808861614,0.2715637030068707,0.6362829191138387,0.34426841179697715,-0.4521119731806461
195,195.0,1.0,2.0,0.5,0.25,0.5,0.25,0.0,1.0,1.0,0.5058350077922438,0.2715637030068707,0.4941649922077562,0.26852936120164217,-0.7048858252338415
196,196.0,1.0,2.0,0.5,0.25,0.5,0.25,0.5,0.0,1.0,0.6172224291272738,0.2715637030068707,0.3827775708727263,0.2094529017372809,-0.48252581902497677
197,197.0,1.0,2.0,0.5,0.25,0.5,0.25,0.0,1.0,1.0,0.752197752064323,0.35380076992439724,0.24780224793567693,0.2094529017372809,-1.3951242382556954
198,198.0,1.0,2.0,0.5,0.25,0.5,0.25,0.0,0.0,1.0,0.8122698378660561,0.35380076992439724,0.18773016213394386,0.1633732633550791,-0.2079226813811496
199,199.0,1.0,2.0,0.5,0.25,0.5,0.25,0.0,0.0,1.0,0.7039308758693795,0.27596460054102984,0.2960691241306205,0.1633732633550791,-0.35107511533036145
